year,programa,subprograma,proyecto,actividad,grupo,subgrupo,renglon,departamento,municipio,fuenteag,ejecucioncuanti,ejecucioncuali1,rengloncuali,ejecucioncuali
2014,3,03 00,03 00 000,03 00 000 005 000,0,10,11,1,101,10,99.99946389,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,10,11,16,1601,10,0,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,10,13,1,101,10,100,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,10,14,1,101,10,99.99440591,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,10,15,1,101,10,99.99956215,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,10,15,16,1601,10,0,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,20,22,1,101,10,99.99995479,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,20,22,7,701,10,100,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,20,22,13,1301,10,0,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,20,22,16,1601,10,0,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,20,25,1,101,10,100,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,20,25,7,701,10,99.94887526,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,20,26,1,101,10,99.3537488,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,20,27,1,101,10,99.82232534,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,20,27,7,701,10,99.99899771,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,20,27,13,1301,10,0,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,20,27,16,1601,10,0,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,40,41,1,101,10,0,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,40,42,1,101,10,25.63337778,Baja,>16.1818<=43.6194,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,70,71,1,101,10,99.99902578,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,70,71,7,701,10,99.93535655,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,70,71,13,1301,10,0,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,70,71,16,1601,10,0,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,70,72,1,101,10,99.99822729,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,70,72,7,701,10,99.98686258,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,0,70,72,13,1301,10,-1,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,70,72,16,1601,10,-1,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,70,73,1,101,10,40.12957364,Baja,>16.1818<=43.6194,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,70,73,7,701,10,50,Media,>43.6194<=67.8947,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,70,73,13,1301,10,0,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,0,70,73,16,1601,10,0,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,100,110,113,1,101,10,87.66538462,Alta,>67.8947<=89.550,baja
2014,3,03 00,03 00 000,03 00 000 005 000,100,120,121,1,101,10,-1,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,100,120,122,1,101,10,68,Alta,>67.8947<=89.550,baja
2014,3,03 00,03 00 000,03 00 000 005 000,100,160,162,1,101,10,93.3224,Muy alta,>89.5550<=100,baja
2014,3,03 00,03 00 000,03 00 000 005 000,100,160,165,1,101,10,63.91248134,Media,>43.6194<=67.8947,baja
2014,3,03 00,03 00 000,03 00 000 005 000,100,160,168,1,101,10,-1,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,100,180,185,1,101,10,-1,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,100,180,189,1,101,10,-1,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,100,190,191,1,101,10,0,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,200,210,211,1,101,10,99.6333195,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,200,240,241,1,101,10,99.83928571,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,200,240,243,1,101,10,-1,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,200,240,244,1,101,10,16.32,Baja,>16.1818<=43.6194,baja
2014,3,03 00,03 00 000,03 00 000 005 000,200,240,245,1,101,10,62.4,Media,>43.6194<=67.8947,baja
2014,3,03 00,03 00 000,03 00 000 005 000,200,240,247,1,101,10,3.376,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,200,250,253,1,101,10,99.70434783,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,200,260,262,1,101,10,100,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,200,260,266,1,101,10,0,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,200,260,267,1,101,10,98.68233333,Muy alta,>89.5550<=100,alta
2014,3,03 00,03 00 000,03 00 000 005 000,200,260,268,1,101,10,-1,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,200,260,269,1,101,10,-1,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,200,290,291,1,101,10,60.42142857,Media,>43.6194<=67.8947,baja
2014,3,03 00,03 00 000,03 00 000 005 000,200,290,292,1,101,10,-1,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,200,290,293,1,101,10,-1,Muy baja,<=16.1818,baja
2014,3,03 00,03 00 000,03 00 000 005 000,200,290,297,1,101,10,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,1,101,10,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,1,101,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,2,201,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,3,301,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,4,401,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,5,501,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,6,601,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,7,701,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,8,801,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,9,901,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,10,1001,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,11,1101,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,12,1201,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,13,1301,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,14,1401,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,15,1501,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,16,1601,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,17,1701,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,18,1801,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,19,1901,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,20,2001,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,21,2101,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 001 000,100,120,122,22,2201,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,110,114,1,101,10,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,1,101,10,99.88475138,Muy alta,>89.5550<=100,alta
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,1,101,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,2,201,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,3,301,10,98.97069727,Muy alta,>89.5550<=100,alta
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,3,301,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,4,401,10,99.78090589,Muy alta,>89.5550<=100,alta
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,4,401,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,5,501,10,99.4582035,Muy alta,>89.5550<=100,alta
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,5,501,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,6,601,10,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,6,601,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,7,701,10,99.18058189,Muy alta,>89.5550<=100,alta
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,7,701,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,8,801,10,99.62766095,Muy alta,>89.5550<=100,alta
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,8,801,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,9,901,10,99.74467982,Muy alta,>89.5550<=100,alta
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,9,901,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,10,1001,10,99.53795246,Muy alta,>89.5550<=100,alta
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,10,1001,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,11,1101,10,99.80330302,Muy alta,>89.5550<=100,alta
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,11,1101,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,12,1201,10,99.66316958,Muy alta,>89.5550<=100,alta
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,12,1201,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,13,1301,10,99.86986532,Muy alta,>89.5550<=100,alta
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,13,1301,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,14,1401,10,99.68969775,Muy alta,>89.5550<=100,alta
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,14,1401,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,15,1501,10,43.22538293,Baja,>16.1818<=43.6194,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,15,1501,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,16,1601,10,99.42240883,Muy alta,>89.5550<=100,alta
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,16,1601,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,17,1701,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,18,1801,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,19,1901,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,20,2001,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,21,2101,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,120,122,22,2201,50,0,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 002 000,100,180,189,1,101,10,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 003 000,100,180,185,1,101,10,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 003 000,100,180,189,1,101,10,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 003 000,200,240,241,1,101,10,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 003 000,200,260,267,1,101,10,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 003 000,200,290,291,1,101,10,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 004 000,100,120,122,1,101,50,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 004 000,100,120,122,1,101,60,-1,Muy baja,<=16.1818,baja
2014,11,11 02,11 02 000,11 02 000 004 000,100,180,185,1,101,10,89.74664415,Muy alta,>89.5550<=100,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,110,114,1,101,10,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,120,122,1,101,10,17.40436297,Baja,>16.1818<=43.6194,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,120,122,1,101,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,120,122,4,401,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,120,122,7,701,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,120,122,8,801,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,120,122,9,901,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,120,122,10,1001,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,120,122,12,1201,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,120,122,14,1401,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,120,122,15,1501,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,120,122,16,1601,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,130,133,1,101,10,51.16535486,Media,>43.6194<=67.8947,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,180,185,1,101,50,98.25229961,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 001 000,100,180,185,9,901,50,100,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 001 000,100,180,185,12,1201,50,100,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 001 000,100,180,185,13,1301,50,100,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 001 000,100,180,185,14,1401,50,100,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 001 000,100,180,189,1,101,10,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,180,189,1,101,20,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,100,180,189,1,101,50,96.1,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 001 000,100,180,189,1,101,50,98.56801909,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 001 000,200,230,231,1,101,10,90.38461538,Muy alta,>89.5550<=100,baja
2014,12,12 02,12 02 000,12 02 000 001 000,200,240,241,1,101,10,97.22103637,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 001 000,200,240,246,1,101,10,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 001 000,200,280,289,1,101,10,100,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 001 000,200,290,291,1,101,10,77.5862069,Alta,>67.8947<=89.550,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,110,114,1,101,10,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,110,114,1,101,20,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,1,101,10,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,1,101,20,0.379558817,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,1,101,50,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,1,101,50,38.97578,Baja,>16.1818<=43.6194,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,1,101,60,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,3,301,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,4,401,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,4,401,50,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,5,501,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,6,601,20,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,7,701,20,24.74038726,Baja,>16.1818<=43.6194,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,7,701,50,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,7,701,50,99.9999088,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,8,801,20,46.26062496,Media,>43.6194<=67.8947,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,8,801,50,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,9,901,20,40.90064908,Baja,>16.1818<=43.6194,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,9,901,50,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,9,901,50,99.99922747,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,10,1001,20,34.71007389,Baja,>16.1818<=43.6194,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,10,1001,50,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,11,1101,20,40.98289768,Baja,>16.1818<=43.6194,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,12,1201,20,25.28231208,Baja,>16.1818<=43.6194,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,12,1201,50,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,12,1201,50,99.99983887,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,13,1301,20,22.81234615,Baja,>16.1818<=43.6194,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,13,1301,50,99.99992564,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,14,1401,20,25.28430548,Baja,>16.1818<=43.6194,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,14,1401,50,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,14,1401,50,99.99981908,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,15,1501,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,15,1501,50,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,16,1601,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,16,1601,50,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,17,1701,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,18,1801,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,120,122,22,2201,50,99.99989374,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 002 000,100,180,185,1,101,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,180,189,1,101,10,28.8,Baja,>16.1818<=43.6194,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,180,189,1,101,20,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,100,180,189,1,101,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 002 000,200,260,268,1,101,50,99.7906,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 003 000,100,120,122,1,101,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 003 000,100,120,122,1,101,60,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 003 000,100,180,185,1,101,10,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 003 000,100,180,185,1,101,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 003 000,100,180,189,1,101,50,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 003 000,200,240,241,1,101,10,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 003 000,200,240,246,1,101,10,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 003 000,200,260,267,1,101,10,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 003 000,200,290,291,1,101,10,-1,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 004 000,100,180,185,1,101,10,98.03438409,Muy alta,>89.5550<=100,alta
2014,12,12 02,12 02 000,12 02 000 005 000,100,120,122,1,101,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 005 000,100,120,122,3,301,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 005 000,100,120,122,4,401,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 005 000,100,120,122,5,501,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 005 000,100,120,122,7,701,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 005 000,100,120,122,10,1001,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 005 000,100,120,122,13,1301,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 005 000,100,120,122,14,1401,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 005 000,100,120,122,15,1501,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 005 000,100,120,122,16,1601,20,0,Muy baja,<=16.1818,baja
2014,12,12 02,12 02 000,12 02 000 006 000,100,120,122,1,101,10,0,Muy baja,<=16.1818,baja
2014,13,13 00,13 00 000,13 00 000 002 000,200,240,246,1,101,10,0,Muy baja,<=16.1818,baja
2014,14,14 00,14 00 000,14 00 000 002 000,100,120,122,1,101,10,-1,Muy baja,<=16.1818,baja
2014,14,14 00,14 00 000,14 00 000 003 000,100,120,122,1,101,10,0,Muy baja,<=16.1818,baja
2014,14,14 00,14 00 000,14 00 000 003 000,100,120,122,1,101,50,-1,Muy baja,<=16.1818,baja
2014,14,14 00,14 00 000,14 00 000 003 000,100,120,122,1,101,50,-1,Muy baja,<=16.1818,baja
2014,14,14 00,14 00 000,14 00 000 003 000,100,180,185,1,101,10,-1,Muy baja,<=16.1818,baja
2014,14,14 00,14 00 000,14 00 000 003 000,100,180,189,1,101,10,-1,Muy baja,<=16.1818,baja
2014,14,14 00,14 00 000,14 00 000 003 000,200,240,241,1,101,10,-1,Muy baja,<=16.1818,baja
2014,14,14 00,14 00 000,14 00 000 003 000,200,240,247,1,101,10,-1,Muy baja,<=16.1818,baja
2014,14,14 00,14 00 000,14 00 000 003 000,200,260,267,1,101,10,-1,Muy baja,<=16.1818,baja
2014,14,14 00,14 00 000,14 00 000 003 000,200,290,291,1,101,10,-1,Muy baja,<=16.1818,baja
2014,14,14 01,14 01 000,14 01 000 001 000,100,120,122,1,101,10,52.48075784,Media,>43.6194<=67.8947,baja
2014,14,14 01,14 01 000,14 01 000 001 000,100,120,122,1,101,50,-1,Muy baja,<=16.1818,baja
2014,14,14 01,14 01 000,14 01 000 001 000,100,140,141,1,101,10,83.19032451,Alta,>67.8947<=89.550,baja
2014,14,14 01,14 01 000,14 01 000 001 000,100,180,185,1,101,10,60.04690488,Media,>43.6194<=67.8947,baja
2014,14,14 01,14 01 000,14 01 000 001 000,100,180,189,1,101,10,92.62752284,Muy alta,>89.5550<=100,baja
2014,14,14 01,14 01 000,14 01 000 001 000,100,190,199,1,101,10,99.90147783,Muy alta,>89.5550<=100,alta
2014,14,14 01,14 01 000,14 01 000 001 000,200,210,211,1,101,10,98.34744733,Muy alta,>89.5550<=100,alta
2014,14,14 01,14 01 000,14 01 000 001 000,200,250,254,1,101,10,74.07407407,Alta,>67.8947<=89.550,baja
2014,14,14 01,14 01 000,14 01 000 001 000,200,260,261,1,101,10,70,Alta,>67.8947<=89.550,baja
2014,14,14 01,14 01 000,14 01 000 001 000,200,260,266,1,101,10,95.97,Muy alta,>89.5550<=100,alta
2014,14,14 01,14 01 000,14 01 000 001 000,200,260,268,1,101,10,99.87351876,Muy alta,>89.5550<=100,alta
2014,14,14 01,14 01 000,14 01 000 001 000,200,290,292,1,101,10,91.4326484,Muy alta,>89.5550<=100,baja
2014,14,14 01,14 01 000,14 01 000 001 000,200,290,293,1,101,10,62.26035582,Media,>43.6194<=67.8947,baja
